id,case,template,whole,digit,zeros,control,layer,model,revision,hard_margin,patched_margin,margin_effect,hard_correct,patched_correct,patched_token_count
causal-gen-013,13,relation_statements,114,3,2,donor_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,4.125,4.125,0.0,True,True,5
causal-gen-014,14,relation_statements,115,4,2,easy_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,7.75,2.125,True,True,7
causal-gen-014,14,relation_statements,115,4,2,easy_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,4.5,-1.125,True,True,5
causal-gen-014,14,relation_statements,115,4,2,donor_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,7
causal-gen-014,14,relation_statements,115,4,2,donor_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,-7.0625,-12.6875,True,False,5
causal-gen-014,14,relation_statements,115,4,2,easy_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,4.75,-0.875,True,True,7
causal-gen-014,14,relation_statements,115,4,2,easy_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,6.6875,1.0625,True,True,5
causal-gen-014,14,relation_statements,115,4,2,donor_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,4.875,-0.75,True,True,7
causal-gen-014,14,relation_statements,115,4,2,donor_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,5
causal-gen-015,15,relation_statements,116,5,2,easy_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,7.9375,1.5625,True,True,7
causal-gen-015,15,relation_statements,116,5,2,easy_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,6.25,-0.125,True,True,5
causal-gen-015,15,relation_statements,116,5,2,donor_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,6.375,0.0,True,True,7
causal-gen-015,15,relation_statements,116,5,2,donor_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,-7.875,-14.25,True,False,5
causal-gen-015,15,relation_statements,116,5,2,easy_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,6.25,-0.125,True,True,7
causal-gen-015,15,relation_statements,116,5,2,easy_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,6.25,-0.125,True,True,5
causal-gen-015,15,relation_statements,116,5,2,donor_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,6.375,0.0,True,True,7
causal-gen-015,15,relation_statements,116,5,2,donor_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.375,6.375,0.0,True,True,5
causal-gen-016,16,relation_statements,117,6,2,easy_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,8.125,1.5625,True,True,7
causal-gen-016,16,relation_statements,117,6,2,easy_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,6.0,-0.5625,True,True,5
causal-gen-016,16,relation_statements,117,6,2,donor_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,6.5625,0.0,True,True,7
causal-gen-016,16,relation_statements,117,6,2,donor_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,-7.75,-14.3125,True,False,5
causal-gen-016,16,relation_statements,117,6,2,easy_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,6.375,-0.1875,True,True,7
causal-gen-016,16,relation_statements,117,6,2,easy_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,6.5625,0.0,True,True,5
causal-gen-016,16,relation_statements,117,6,2,donor_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,6.5,-0.0625,True,True,7
causal-gen-016,16,relation_statements,117,6,2,donor_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,6.5625,6.5,-0.0625,True,True,5
causal-gen-017,17,relation_statements,118,7,2,easy_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,7.625,2.0,True,True,7
causal-gen-017,17,relation_statements,118,7,2,easy_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,3.875,-1.75,True,True,5
causal-gen-017,17,relation_statements,118,7,2,donor_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,7
causal-gen-017,17,relation_statements,118,7,2,donor_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,-7.1875,-12.8125,True,False,5
causal-gen-017,17,relation_statements,118,7,2,easy_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.375,-0.25,True,True,7
causal-gen-017,17,relation_statements,118,7,2,easy_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,6.25,0.625,True,True,5
causal-gen-017,17,relation_statements,118,7,2,donor_padded_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.5,-0.125,True,True,7
causal-gen-017,17,relation_statements,118,7,2,donor_short_random,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.625,5.625,0.0,True,True,5
causal-gen-018,18,relation_statements,119,8,2,easy_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.125,6.6875,1.5625,True,True,7
causal-gen-018,18,relation_statements,119,8,2,easy_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.125,2.625,-2.5,True,True,5
causal-gen-018,18,relation_statements,119,8,2,donor_padded_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.125,5.125,0.0,True,True,7
causal-gen-018,18,relation_statements,119,8,2,donor_short_tokens,7,google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,5.125,-9.3125,-14.4375,True,False,5
